Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of contract,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date :,Department,classification_reasoning,classification_intent,classification_status,classification_error
2023_AEGCL_34902_1,AEGCL/MD/Tech-1116/33kV Sishugram Bay,"Turnkey Construction of one no. of 33kV feeder bay along with associated works at 132kV Sishugram GSS, AEGCL","Turnkey Construction of one no. of 33kV feeder bay along with associated works at 132kV Sishugram GSS, AEGCL",Works,Open Tender,Turn-key,Electrical Works,No,No,NA ,22-Dec-2023 09:00 AM,NA ,180.0,No ,No,Online,24-Jan-2024 02:00 PM,Assam Electricity Grid Corporation Ltd||CGM (T and T),132kV Sishugram GSS,781031.0,2.0,,P & S CONSTRUCTION,"17,584,453",Rejected-Technical,12-Jun-2024,Assam Electricity Grid Corporation Ltd||CGM (T and T),"The tender is for the turnkey construction of a 33kV feeder bay at the 132kV Sishugram GSS, which is an electrical infrastructure project. There are no explicit mentions of flood-related works, flood protection, or flood mitigation in the tender details. The department involved is the Assam Electricity Grid Corporation Ltd, which is not typically associated with flood management. Overall, the primary purpose of this tender appears to be regular electrical infrastructure development rather than any flood-related activities.",Non-Flood,success,
2023_AEGCL_35078_1,AIIMS/2018/Additional Works-A/BID,"Construction of Peripheral Paver Block Road including remaining portion of Switchyard PCC at 132/33 KV AIIMS GSS, AEGCL","Construction of Peripheral Paver Block Road including remaining portion of Switchyard PCC at 132/33 KV AIIMS GSS, AEGCL",Works,Open Tender,Works,Civil Works,No,No,NA ,30-Dec-2023 12:00 PM,NA ,180.0,No ,No,Online,22-Jan-2024 04:00 PM,Assam Electricity Grid Corporation Ltd||CGM (T and T),132/33kV AIIMS GSS AEGCL,781101.0,2.0,"48,05,475",WIN TRADE AGENCIES,"5,428,083",Rejected-Technical,06-Jun-2024,Assam Electricity Grid Corporation Ltd||CGM (T and T),"The tender is for the construction of a peripheral paver block road and the remaining portion of a switchyard PCC (Precast Concrete) at a 132/33 KV AIIMS GSS (Grid Substation) operated by the Assam Electricity Grid Corporation Ltd. While the tender mentions construction work, it does not appear to be directly related to flood protection, prevention, or mitigation. There are no explicit references to flood-related infrastructure, emergency response facilities, or drainage systems in flood-prone areas. The tender also does not mention any temporal factors such as pre-monsoon preparation or post-flood restoration. Overall, the primary purpose of the work seems to be regular infrastructure development and maintenance, rather than flood-related activities.",Non-Flood,success,
2023_AEGCL_35082_1,AIIMS/2018/Additional Works-B/BID,"Construction of Machinery cum Storage Yard at 220/132 KV EHV Sarusajai GSS, AEGCL","Construction of Machinery cum Storage Yard at 220/132 KV EHV Sarusajai GSS, AEGCL",Works,Open Tender,Works,Civil Works,No,No,NA ,30-Dec-2023 12:00 PM,NA ,180.0,No ,No,Online,22-Jan-2024 04:00 PM,Assam Electricity Grid Corporation Ltd||CGM (T and T),"220/132 KV EHV Sarusajai GSS, AEGCL",781040.0,2.0,"69,77,793",Kamal Singh Dugar,"7,649,845",Rejected-Technical,06-Jun-2024,Assam Electricity Grid Corporation Ltd||CGM (T and T),"The tender is for the construction of a Machinery cum Storage Yard at the 220/132 KV EHV Sarusajai GSS, which is an electrical substation. The tender does not mention any flood-related works, such as flood protection, embankment construction, or drainage systems. The description and department involved (Assam Electricity Grid Corporation Ltd) suggest this is a regular infrastructure project not specifically related to flood management or mitigation. There are no flood-related keywords or temporal factors indicating this is a pre-monsoon or post-flood restoration work. Overall, the tender appears to be for a standard construction project and does not have a clear flood-related purpose.",Non-Flood,success,
2023_AEGCL_35086_1,AIIMS/2018/Additional Works-C/BID,"Construction of First Floor of Existing Transit Camp Building at 132/33 KV GSS, AIIMS,","Construction of First Floor of Existing Transit Camp Building at 132/33 KV GSS, AIIMS, Changsari",Works,Open Tender,Works,Civil Works,No,No,NA ,30-Dec-2023 12:00 PM,NA ,180.0,No ,No,Online,22-Jan-2024 04:00 PM,Assam Electricity Grid Corporation Ltd||CGM (T and T),"132/33 KV GSS, AIIMS, Changsari, Guwahati",781101.0,2.0,"68,80,353",Kamal Singh Dugar,"7,548,236",Rejected-Technical,06-Jun-2024,Assam Electricity Grid Corporation Ltd||CGM (T and T),"The tender is for the construction of the first floor of an existing transit camp building at a 132/33 KV GSS (Grid Substation) located at AIIMS, Changsari. The project is being undertaken by the Assam Electricity Grid Corporation Ltd (AEGCL), which is not a typical flood management agency. The description does not mention any flood-related aspects, such as flood protection, prevention, or mitigation works. The tender appears to be for a regular building construction project, without any specific references to flood-related infrastructure or emergency response facilities. Therefore, based on the information provided, this tender is likely for a non-flood-related project.",Non-Flood,success,
2023_AGIHF_31968_1,AGIHF/CAR RENTAL/2023-24/04,HIRING OF COMMERCIAL VEHICLES ON RENTAL BASIS FOR ASSAM GOVERNMENT IITG HEALTHCARE FOUNDATION (AGIHF),HIRING OF COMMERCIAL VEHICLES ON RENTAL BASIS FOR ASSAM GOVERNMENT IITG HEALTHCARE FOUNDATION (AGIHF),Services,Open Tender,Item Rate,Miscellaneous Services,No,No,NA ,07-Aug-2023 05:00 PM,22-Aug-2023 03:00 PM ,180.0,No ,No,Online,08-Sep-2023 03:00 PM,Assam Government IITG Healthcare Foundation,Guwahati,781039.0,2.0,,Mukut Chandra Das,"475,450",Rejected-AOC,03-Jun-2024,Assam Government IITG Healthcare Foundation,"The tender is for the hiring of commercial vehicles on a rental basis for the Assam Government IITG Healthcare Foundation (AGIHF). It does not mention any flood-related works, infrastructure, or emergency response. The tender appears to be for regular transportation services and does not have a specific focus on flood-related activities. There are no keywords or context that suggest this is a flood-related project.",Non-Flood,success,
2023_AHVD_34327_1,ALDA/PROCUREMENT/M/23-24/812,Supply of Cryocans,Cryocans are required for storing and carrying of Liquid Nitrogen for preservation of FS Straws,Goods,Open Tender,Supply,Miscellaneous Goods,No,No,NA ,01-Dec-2023 04:00 PM,NA ,180.0,No ,No,Online,28-Dec-2023 03:00 PM,Animal Husbandry and Veterinary Department||Assam Livestock Development Agency,"Khanapara, Guwahati, Assam",781022.0,2.0,"73,00,000",Indianoil Corporation Ltd,"3,773,871",Rejected-Finance,19-Jun-2024,Animal Husbandry and Veterinary Department||Assam Livestock Development Agency,"The tender is for the supply of Cryocans, which are used for storing and carrying Liquid Nitrogen for the preservation of FS Straws. This tender does not appear to be related to any flood-related infrastructure or development projects. The tender details do not mention any flood protection, prevention, or mitigation measures, nor do they indicate any emergency response or disaster management activities. The department involved, Animal Husbandry and Veterinary Department, is also not typically associated with flood-related works. Overall, this tender seems to be for a routine procurement of specialized equipment and does not have any direct or indirect connection to flood-related activities.",Non-Flood,success,
2023_AHVD_34567_1,DD/NEC/1/2022-23/1569-72,"Establishment of 10000 LPD (expandable) upto 20000 LPD) Capacity Milk Processing Plant at Patacharkuchi, Bajali under NEC","Establishment of 10000 LPD (expandable upto 20000 LPD) Capacity Milk Processing Plant at Patacharkuchi, Bajali under NEC",Works,Open Tender,Item Rate,Miscellaneous Works,No,No,NA ,08-Dec-2023 05:30 PM,20-Dec-2023 02:00 PM ,180.0,No ,No,Online,04-Jan-2024 03:00 PM,Animal Husbandry and Veterinary Department||Directorate of Dairy Development,Guwahati,781022.0,2.0,"3,09,19,314",UTPAL KUMAR DAS,"22,832,390.99",Rejected-Finance,10-Jun-2024,Animal Husbandry and Veterinary Department||Directorate of Dairy Development,"The tender is for the establishment of a milk processing plant, which is not a flood-related infrastructure project. The description does not mention any flood protection, prevention, or mitigation measures. The department involved is the Animal Husbandry and Veterinary Department, which is not typically associated with flood management. There are no keywords or context indicating that this project is related to floods or flood-prone areas. The tender appears to be a regular development project and not a flood-related one.",Non-Flood,success,
2023_AHVD_34770_1,ECF No. 415221/16,SUPPLY AND INSTALLATION OF MACHINERY AND EQUIPMENT FOR MILK PROCESSING PLANT,SUPPLY AND INSTALLATION OF MACHINERY AND EQUIPMENT FOR MILK PROCESSING PLANT,Goods,Open Tender,Item Rate,Miscellaneous Goods,No,No,NA ,16-Dec-2023 05:30 PM,27-Dec-2023 02:00 PM ,180.0,No ,No,Online,10-Jan-2024 04:00 PM,Animal Husbandry and Veterinary Department||Directorate of Dairy Development,Guwahati,781022.0,2.0,,AROMA TECH INDIA,"2,946,117.5",Accepted-AOC,14-Jun-2024,Animal Husbandry and Veterinary Department||Directorate of Dairy Development,"The tender is for the supply and installation of machinery and equipment for a milk processing plant. This is a standard industrial development project and does not appear to have any direct relation to flood protection, prevention, or mitigation. The tender description and department involved (Animal Husbandry and Veterinary Department) indicate that this is a regular infrastructure development work unrelated to flood management.",Non-Flood,success,
2023_APDCL_32313_1,Wildlife_SOPD 23_24_LAR,Conversion heightening of LT HT line under Kokrajhar Barpeta and Guwahati EC II,Conversion heightening of LT HT line under Kokrajhar Electrical Circle Barpeta Electrical Circle Guwahati Electrical Circle II of APDCL as a safety measure towards wildlife,Works,Open Tender,Turn-key,Electrical Works,No,No,NA ,31-Aug-2023 02:00 PM,06-Sep-2023 12:00 PM ,180.0,No ,No,Online,03-Oct-2023 02:00 PM,Assam Power Distribution Company Ltd||CGM(PP and D) - APDCL,Kokrajhar Barpeta Kamrup,781017.0,2.0,"3,79,91,966",Jayanta Khaund,"29,515,354.93",Accepted-AOC,13-Jun-2024,Assam Power Distribution Company Ltd||CGM(PP and D) - APDCL,"The tender is for the conversion and heightening of LT HT (Low Tension High Tension) lines under the Kokrajhar, Barpeta, and Guwahati Electrical Circles of the Assam Power Distribution Company Ltd (APDCL). The purpose of this work is stated as a ""safety measure towards wildlife"", indicating that the primary focus is not on flood protection or prevention. While the tender does not explicitly mention flood-related keywords, the heightening of power lines could potentially be a measure to prevent disruption during floods. However, the overall context and lack of clear flood-related language suggest that this is not a flood-specific project.",Non-Flood,success,
2023_APDCL_32711_1,car/Kanchanjuri tea feeder/T-44/23_24/5,Construction of 11 KV line on covered conductor to separate common areas from tea feeder i.e. Bifurcation of existing 11 KV line and sub-station from 11 KV Kanchanjuri feeder Newly constructed AB Cable line,Construction of 11 KV line on covered conductor to separate common areas from tea feeder i.e. Bifurcation of existing 11 KV line and sub-station from 11 KV Kanchanjuri feeder Newly constructed AB Cable line,Works,Open Tender,Turn-key,Electrical Works,No,No,NA ,30-Sep-2023 09:00 AM,03-Oct-2023 12:00 PM ,60.0,No ,No,Online,10-Oct-2023 02:00 PM,Assam Power Distribution Company Ltd||CGM(D) Central Assam Region - APDCL,Nagaon,782001.0,2.0,,M/s. Jyoti Thakuria,"3,272,631",Rejected-AOC,28-Jun-2024,Assam Power Distribution Company Ltd||CGM(D) Central Assam Region - APDCL,"The tender is for the construction of an 11 kV line on covered conductor to separate common areas from a tea feeder, i.e., the bifurcation of an existing 11 kV line and substation from the 11 kV Kanchanjuri feeder. This appears to be a regular infrastructure development project and does not mention any flood-related aspects, such as flood protection, prevention, or restoration. The tender does not include any keywords or context that would indicate it is a flood-related project. Additionally, the department involved is the Assam Power Distribution Company Ltd, which is not typically associated with flood management. Therefore, based on the information provided, this tender is likely for a non-flood-related infrastructure project.",Non-Flood,success,
2023_BoTC_31504_1,DA/BTC/K/e-Tender/2023-24/07,"Supply of Direct Seeded Rice/Rice/SRI/Line Transplanting Paddy Seed under Krishannati Yojana, FNS-Rice, NFSM for the year 2023-24.","Supply of Direct Seeded Rice/Rice/SRI/Line Transplanting Paddy Seed under Krishannati Yojana, FNS-Rice, NFSM for the year 2023-24.",Goods,Open Tender,Supply,Crop Products,No,No,NA ,05-Jul-2023 10:00 AM,NA ,90.0,No ,No,Online,20-Jul-2023 03:00 PM,Bodoland Territorial Council||Agriculture-BTC,"O/o The Director of Agriculture, BTC, Kokrajhar",783370.0,2.0,"43,88,400",J.A. ENTERPRISE,"4,388,400",Accepted-AOC,09-Jan-2024,Bodoland Territorial Council||Agriculture-BTC,"The tender is for the supply of Direct Seeded Rice/Rice/SRI/Line Transplanting Paddy Seed under various government schemes. It does not mention any flood-related works or infrastructure. The tender is for regular agricultural activities and does not appear to be specifically focused on flood protection, prevention, or mitigation. There are no keywords or context indicating flood-related aspects.",Non-Flood,success,
2023_BoTC_31505_1,DA/BTC/K/e-Tender/2023-24/08,"Supply of Paddy Seed against Demonstration on Stress Tolerant variety under Krishannati Yojana, FNS-Rice, NFSM for the year 2023-24.","Supply of Paddy Seed against Demonstration on Stress Tolerant variety under Krishannati Yojana, FNS-Rice, NFSM for the year 2023-24.",Goods,Open Tender,Supply,Crop Products,No,No,NA ,05-Jul-2023 10:00 AM,NA ,90.0,No ,No,Online,20-Jul-2023 03:00 PM,Bodoland Territorial Council||Agriculture-BTC,"O/o The Director of Agriculture, BTC, Kokrajhar",783370.0,2.0,"22,70,997",J.A. ENTERPRISE,"2,270,997",Accepted-AOC,09-Jan-2024,Bodoland Territorial Council||Agriculture-BTC,"The tender is for the supply of paddy seed against demonstration on stress-tolerant variety under the Krishannati Yojana, FNS-Rice, and NFSM programs. While these programs may have some indirect benefits for flood-prone areas, the primary purpose of this tender is not directly related to flood protection, prevention, or management. The tender does not mention any flood-related keywords, infrastructure, or emergency response. It appears to be a regular agricultural development program focused on improving crop resilience and productivity. There is no clear temporal or geographic context indicating this is a flood-related project.",Non-Flood,success,
2023_BoTC_31506_1,DA/BTC/K/e-Tender/2023-24/09,"Supply of Kharif Paddy Seed and Wheat against Cropping System Based Demonstration under Krishannati Yojana, FNS-Rice, NFSM for the year 2023-24.","Supply of Kharif Paddy Seed and Wheat against Cropping System Based Demonstration under Krishannati Yojana, FNS-Rice, NFSM for the year 2023-24.",Goods,Open Tender,Supply,Crop Products,No,No,NA ,05-Jul-2023 10:00 AM,NA ,90.0,No ,No,Online,20-Jul-2023 03:00 PM,Bodoland Territorial Council||Agriculture-BTC,"O/o The Director of Agriculture, BTC, Kokrajhar",783370.0,2.0,"58,51,200",J.A. ENTERPRISE,"5,851,200",Accepted-AOC,09-Jan-2024,Bodoland Territorial Council||Agriculture-BTC,"The tender is for the supply of Kharif Paddy Seed and Wheat against Cropping System Based Demonstration under Krishannati Yojana, FNS-Rice, and NFSM for the year 2023-24. This appears to be a regular agricultural development project focused on crop cultivation and does not mention any flood-related aspects. The tender is not specifically for flood protection, prevention, or restoration works. Additionally, there are no keywords or context indicating that this is a flood-related project. The department involved is the Agriculture department of the Bodoland Territorial Council, which further suggests this is a standard agricultural development initiative rather than a flood management project.",Non-Flood,success,
2023_BoTC_32257_1,DA/BTC/K/e-Tender/2023-24/15,"Supply of Black Gram for Demonstration of Pulse Crop under Krishannati Yojana (TRFA)-Pulses, NFSM, BTC for the year 2023-24","Supply of Black Gram for Demonstration of Pulse Crop under Krishannati Yojana (TRFA)-Pulses, NFSM, BTC for the year 2023-24",Goods,Open Tender,Supply,Crop Products,No,No,NA ,29-Aug-2023 10:00 AM,NA ,90.0,No ,No,Online,12-Sep-2023 03:00 PM,Bodoland Territorial Council||Agriculture-BTC,"O/o the Director of Agriculture, BTC, Kokrajhar",783370.0,2.0,"25,23,330",Anil Hardware and Nursery Enterprise,,Rejected-Finance,21-Dec-2023,Bodoland Territorial Council||Agriculture-BTC,"The tender is for the supply of black gram for demonstration of pulse crop under the Krishannati Yojana, which is a government scheme for agriculture and food security. It does not mention any flood-related works, infrastructure, or emergency response. The department involved is the Agriculture department of the Bodoland Territorial Council, which suggests this is a regular agricultural development project rather than a flood-related one. There are no keywords or context indicating this is a flood-related tender.",Non-Flood,success,
