Tender ID,tender_externalreference,tender_title,Work Description,Tender Category,Tender Type,Form of contract,Product Category,Is Multi Currency Allowed For BOQ,Allow Two Stage Bidding,Independent External Monitor/Remarks,Published Date,Pre Bid Meeting Date,Bid Validity(Days),Should Allow NDA Tender,Allow Preferential Bidder,Payment Mode,Bid Opening Date,Organisation Chain,location,Pincode,No of Bids Received,Tender Value in ₹,Bidder Name,Awarded Value,Status,Contract Date :,Department
2023_AEGCL_32388_1,AEGCL/MD/CGMUAR/TEqp/2022/BID,Supply of Current Transformers for Upper Assam Region of AEGCL,Supply of Current Transformers for Upper Assam Region of AEGCL,Goods,Open Tender,Supply,Supply of Materials,No,No,NA ,07-Sep-2023 12:00 PM,NA ,180.0,No ,No,Online,17-Oct-2023 02:00 PM,Assam Electricity Grid Corporation Ltd||CGM (T and T),Upper Assam Region of AEGCL,786001.0,2.0,"60,71,808",,,,16-Jul-2024,Assam Electricity Grid Corporation Ltd||CGM (T and T)
2023_AEGCL_33598_1,AEGCL/MD/IT/ILL/2023/12,"Supply, Installation and Commissioning of 1 1 dedicated 300MBps lease line internet connectivity with SLA agreement at Corporate Office of Assam Electricity Grid Corporation Limited, 1st Floor, Bijulee Bhawan, Paltan Bazar, Guwahati 01","Supply, Installation and Commissioning of 1 1 dedicated 300MBps lease line internet connectivity with SLA agreement at Corporate Office of Assam Electricity Grid Corporation Limited, 1st Floor, Bijulee Bhawan, Paltan Bazar, Guwahati 01",Services,Open Tender,Works,Information Technology,No,No,NA ,08-Nov-2023 11:00 AM,NA ,180.0,No ,No,Online,29-Nov-2023 03:00 PM,Assam Electricity Grid Corporation Ltd||CGM (T and T),Guwahati,781001.0,2.0,,Sify Technologies Ltd,"595,900",Rejected-Finance,06-Jun-2024,Assam Electricity Grid Corporation Ltd||CGM (T and T)
2023_AEGCL_35001_1,TECH-765/AIIMS/2018/Additional Works,"Procurement of spare equipment for 132/33kV AIIMS GSS, AEGCL at Changsari, Guwahati","Procurement of spare equipment for 132/33kV AIIMS GSS, AEGCL at Changsari, Guwahati",Works,Open Tender,Supply,Electrical Works,No,No,NA ,28-Dec-2023 12:00 PM,NA ,180.0,No ,No,Online,19-Jan-2024 03:00 PM,Assam Electricity Grid Corporation Ltd||CGM (T and T),"132/33kV AIIMS GSS, AEGCL at Changsari, Guwahati",781101.0,2.0,"99,13,055",M/S Assam Electric Store,"11,397,300",Accepted-AOC,15-Jul-2024,Assam Electricity Grid Corporation Ltd||CGM (T and T)
2023_APDCL_32467_1,APDCL/CGM_RE/SOPD/CharSurvey/1,"Survey, Drawing and Estimation of Construction of tower foundation PKG-1","Survey, Design, Drawing and Estimation of Construction of tower foundation, tower structure and distribution line covering the districts of Dhemaji, Dibrugarh, Majuli, LaKhimpur and Cachar (PKG-1)",Works,Open Tender,Turn-key,Electrical Works,No,No,NA ,14-Sep-2023 03:00 PM,19-Sep-2023 01:00 PM ,180.0,No ,No,Online,26-Oct-2023 11:00 AM,Assam Power Distribution Company Ltd||CGM(Rural Electrification) - APDCL,"Dhemaji, Dibrugarh, Majuli, LaKhimpur and Cachar",787057.0,2.0,"42,51,933",AADS Enterprises,"3,826,757.7",Accepted-AOC,11-Jul-2024,Assam Power Distribution Company Ltd||CGM(Rural Electrification) - APDCL
2023_APDCL_32468_1,APDCL/CGM_RE/SOPD/CharSurvey/2,"Survey, Drawing and Estimation of Construction of tower foundation PKG-2","Survey, Design, Drawing and Estimation of Construction of tower foundation, tower structure and distribution line covering the districts of Biswanath, Sonitpur, Morigaon, Golaghat and Darrang (PKG-2)",Works,Open Tender,Turn-key,Electrical Works,No,No,NA ,14-Sep-2023 03:00 PM,19-Sep-2023 01:00 PM ,180.0,No ,No,Online,26-Oct-2023 11:00 AM,Assam Power Distribution Company Ltd||CGM(Rural Electrification) - APDCL,"Biswanath, Sonitpur, Morigaon, Golaghat Darrang",784001.0,2.0,"44,84,000",AADS Enterprises,"4,035,601.18",Accepted-AOC,11-Jul-2024,Assam Power Distribution Company Ltd||CGM(Rural Electrification) - APDCL
2023_APDCL_32470_1,APDCL/CGM_RE/SOPD/CharSurvey/4,"Survey, Drawing and Estimation of Construction of tower foundation PKG-4","Survey, Design, Drawing and Estimation of Construction of tower foundation, tower structure and distribution line covering the districts of Bongaingaon, Kokrajhar, Chirang, Nalbari and Barpeta (PKG-4)",Works,Open Tender,Turn-key,Electrical Works,No,No,NA ,14-Sep-2023 03:00 PM,19-Sep-2023 01:00 PM ,180.0,No ,No,Online,26-Oct-2023 03:00 PM,Assam Power Distribution Company Ltd||CGM(Rural Electrification) - APDCL,"Bongaingaon, Kokrajhar, Chirang, Nalbari, Barpeta",783380.0,2.0,"59,11,800",AADS Enterprises,"5,320,621.18",Accepted-AOC,11-Jul-2024,Assam Power Distribution Company Ltd||CGM(Rural Electrification) - APDCL
2023_APGCL_30152_1,MSHEP SOPD 29 44,Civil works of MSHEP,12 nos of various works at MSHEP,Works,Open Tender,Works,Civil Works,No,No,NA ,28-Mar-2023 09:00 AM,NA ,180.0,No ,No,Online,18-Apr-2023 03:00 PM,Assam Power Generation Company Limited,Myntriang West Karbi Anglong,782450.0,2.0,"47,95,785",M. K. ENTERPRISE,"4,318,671",Rejected-Technical,09-Jul-2024,Assam Power Generation Company Limited
2023_APGCL_31171_1,DAM GALLERY INSTRUMENTATION 11 20,Instrumentation of Dam Gallery,Instrumentation of Dam Gallery at Hatidubi Dam Karbi Langpi Hydro Electric Project Assam,Services,Open Tender,Tender cum Auction,Repair and Maintenance Services,No,No,NA ,13-Jun-2023 09:00 AM,NA ,180.0,No ,No,Online,12-Jul-2023 03:00 PM,Assam Power Generation Company Limited,Amtereng West Karbi Anglong,782450.0,2.0,"94,05,190",AIMIL LTD,"8,528,740",Accepted-AOC,09-Jul-2024,Assam Power Generation Company Limited
2023_APGCL_31921_1,KLHEP SOPD 17 35,Painting and water treatment plant KLHEP,"Painting on exterior surface of two nos of penstock steel liner, Painting at Power House and Repairing of water treatment plant at KLHEP",Works,Open Tender,Tender cum Auction,Civil Works,No,No,NA ,04-Aug-2023 09:00 AM,NA ,180.0,No ,No,Online,24-Aug-2023 03:00 PM,Assam Power Generation Company Limited,Amtereng West Karbi Anglong,782450.0,2.0,"57,65,272",KULDEEP BORA,"4,593,841",Rejected-Technical,09-Jul-2024,Assam Power Generation Company Limited
2023_BoTC_30795_1,DPRD/BTC/Addl(SOPD)Udl-11/23/8,Const of CC Block road at Belachuburi village from District Library to Laxman Chouhan house under Addl SOPD for the year 2022-23.,DPRD/BTC/Addl(SOPD)Udl-11/2023/08,Works,Open Tender,Item Rate,Civil Works,No,No,NA ,12-May-2023 10:30 AM,NA ,180.0,No ,No,Online,03-Jun-2023 02:30 PM,Bodoland Territorial Council||Panchayat and Rural Development-BTC,Udalguri,784509.0,2.0,"39,60,784",AMIT BISWAS,,Rejected-Finance,,Bodoland Territorial Council||Panchayat and Rural Development-BTC
2023_BoTC_31008_1,DPRD/BTC/Addl(SOPD)Bak17/23/14,Construction of Concrete Paver Block from Hitesh Swargiary house to Matanga LP School approx 500 meter under Addl SOPD for the year 2022-23,DPRD/BTC/Addl(SOPD)Baksa-17/2023/14,Works,Open Tender,Item Rate,Civil Works,No,No,NA ,30-May-2023 10:30 AM,06-Jun-2023 10:30 AM ,180.0,No ,No,Online,22-Jun-2023 02:30 PM,Bodoland Territorial Council||Panchayat and Rural Development-BTC,Gobardhana,781315.0,2.0,"39,64,911",Sri Sanjay Machahary,"3,964,911",Rejected-Finance,29-Aug-2023,Bodoland Territorial Council||Panchayat and Rural Development-BTC
2023_BoTC_31196_1,DPRD/BTC/Addl(SOPD)Udl10/23/44,Construction of Auditorium Hall with Sanitary System at Harisinga Senior Secondary School under Addl. SOPD fund for the year 2022-23,DPRD/BTC/Addl(SOPD)Udl-10/2023/44,Works,Open Tender,Item Rate,Civil Works,No,No,NA ,14-Jun-2023 10:30 AM,NA ,180.0,No ,No,Online,06-Jul-2023 02:30 PM,Bodoland Territorial Council||Panchayat and Rural Development-BTC,Harisinga Udalguri,784509.0,2.0,"74,28,579",galaxy enterprise,"7,428,579",Accepted-AOC,15-Jul-2023,Bodoland Territorial Council||Panchayat and Rural Development-BTC
2023_BoTC_32735_1,DPRD/BTC/15FC/III/Bak/29/23/16,Const of Road with CC Block from Simlaguri Guagacha PWD road to S Saha house at village at Jakhlirpar Approx 320 mtrs. under 15th FC Fund for the financial year 2022-23.,DPRD/BTC/15FC/III/Baksa/29/2023/16,Works,Open Tender,Item Rate,Civil Works,No,No,NA ,03-Oct-2023 10:30 AM,NA ,180.0,No ,No,Online,26-Oct-2023 02:30 PM,Bodoland Territorial Council||Panchayat and Rural Development-BTC,Baksa,781315.0,2.0,"24,78,112",NARUTTAM BISWAS,"2,478,112.08",Rejected-AOC,02-Jan-2024,Bodoland Territorial Council||Panchayat and Rural Development-BTC
2023_BoTC_32737_1,DPRD/BTC/15FC/III/Udl47/23/8,Const of Boundary wall at Sonai Pastorate Community Hall under 15th FC Fund for the financial year 2022-23.,DPRD/BTC/15FC/UT/III/Udl-47/2023/8,Works,Open Tender,Item Rate,Civil Works,No,No,NA ,03-Oct-2023 10:30 AM,NA ,180.0,No ,No,Online,27-Oct-2023 02:30 PM,Bodoland Territorial Council||Panchayat and Rural Development-BTC,Udalguri,784509.0,2.0,"19,04,754",Sri Bhabesh Saharia,"1,904,754",Not Admitted-Fee/PreQual/Technical,09-Feb-2024,Bodoland Territorial Council||Panchayat and Rural Development-BTC
2023_BoTC_33676_1,DPRD/BTC/(6th ASFC)DF/Udl-03/2023/08,Construction of road with CC Block at from Khusurabari Pitched road to Sonai Bathabari LP School via Mr. Emfou Mahajwn house under 6th ASFC for the year 2020-21 during 2023-24.,DPRD/BTC/(6th ASFC)DF/Udl-03/2023/08,Works,Open Tender,Item Rate,Civil Works,No,No,NA ,08-Nov-2023 10:30 AM,NA ,180.0,No ,No,Online,01-Dec-2023 02:30 PM,Bodoland Territorial Council||Panchayat and Rural Development-BTC,Khusurabari Udalguri,784509.0,2.0,"79,21,568",Ansumon Narzari,"7,921,567.79",Accepted-AOC,18-Jan-2024,Bodoland Territorial Council||Panchayat and Rural Development-BTC
2023_BoTC_33928_1,DPRD/BTC/(SOPD)Udl-04/2023/08,Const of road with CC Block from Angrajuli Church culvert to Mwisw house under SOPD Fund for the year 2023-24,DPRD/BTC/(SOPD)Udl-04/2023/08,Works,Open Tender,Item Rate,Civil Works,No,No,NA ,14-Nov-2023 10:30 AM,NA ,180.0,No ,No,Online,06-Dec-2023 02:30 PM,Bodoland Territorial Council||Panchayat and Rural Development-BTC,Udalguri,784509.0,2.0,"41,88,529",Ansumon Narzari,"4,188,529.06",Accepted-AOC,16-Jan-2024,Bodoland Territorial Council||Panchayat and Rural Development-BTC
2023_BTC_33895_1,No. ACE-150/PWD/NIT/Goodwill,"Re-Construction of road from Bijni Koila Moila, Kanamakra Tiniali PWD road to Ledobazar Gumurgaon, Mailapara road via Tangabari, Sobaijhar, PWD road under Chief Minister Goodwill project for the year 2023-24. TN-25-98","Re-Construction of road from Bijni Koila Moila, Kanamakra Tiniali PWD road to Ledobazar Gumurgaon, Mailapara road via Tangabari, Sobaijhar, PWD road under Chief Minister Goodwill project for the year 2023-24. TN-25-98",Works,Open Tender,Item Rate,Civil Works – Roads,No,No,NA ,11-Nov-2023 05:00 PM,NA ,180.0,No ,No,Online,04-Dec-2023 02:00 PM,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,Chirang,783390.0,2.0,"7,92,10,795",MANIN BORO,"79,210,000",Rejected-AOC,04-Jul-2024,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC
2023_BTC_34469_1,125/ACE/NIT/Infra/BTC/22-23/16,Construction of Martyr Sujit Narzary Memorial Auditorium at Tangla in Udalguri District. (TN_42_34),Construction of Martyr Sujit Narzary Memorial Auditorium at Tangla in Udalguri District.,Works,Open Tender,Works,Civil Works,No,No,NA ,06-Dec-2023 10:00 AM,NA ,180.0,No ,No,Online,26-Dec-2023 03:00 PM,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,Udalguri,784509.0,2.0,"89,30,177",BHARATI DAS BARO,"8,929,965.58",Rejected-AOC,08-Jul-2024,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC
2023_BTC_34886_1,No. ACE-150/PWD/NIT/Goodwill,"Const. of ICBP road from West Daisumguri PWD road to Laliguri village road (L-2.93 KM) in Chirang Dist, Assam under CMs Goodwill Project in BTC area for the year 23-24.TN-26-121 R-1","Const. of ICBP road from West Daisumguri PWD road to Laliguri village road (L-2.93 KM) in Chirang Dist, Assam under CMs Goodwill Project in BTC area for the year 23-24.TN-26-121 R-1",Works,Open Tender,Item Rate,Civil Works – Roads,No,No,NA ,21-Dec-2023 01:00 PM,NA ,180.0,No ,No,Online,03-Jan-2024 02:00 PM,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC,Chirang,783390.0,2.0,"2,73,02,865",UMESH BASUMATARY,"24,572,578.5",Rejected-AOC,10-Jul-2024,Bodoland Territorial Council-PWD||Director Cum CHD - PWD BTC
2023_DCA_34091_1,E-360974/24,"ASSAM TABLEAUX AT REPUBLIC DAY FUNCTION 2024 AT RAJPATH , NEW DELHI","ASSAM TABLEAUX AT REPUBLIC DAY FUNCTION 2024 AT RAJPATH , NEW DELHI",Services,Limited,Item Rate,Miscellaneous Services,No,No,NA ,20-Nov-2023 04:30 PM,NA ,180.0,No ,No,Online,28-Nov-2023 01:00 PM,Department of Cultural Affairs||Directorate of Cultural Affairs,Guwahati,781001.0,2.0,"45,00,000",J S CHAUHAN AND ASSOCIATES,"4,498,750",Accepted-AOC,19-Jul-2024,Department of Cultural Affairs||Directorate of Cultural Affairs
2023_DHTS_31767_1,TENDER NO DHTCM(C).17/2022/Pt-I/22,Re-construction of ADHT office building (RCC G1) at Goalpara in the District Goalpara for the year 2022-23,Re-construction of ADHT office building (RCC G1) at Goalpara in the District Goalpara for the year 2022-23,Works,Open Tender,Item Rate,Civil Works,No,No,NA ,25-Jul-2023 12:00 PM,28-Jul-2023 12:00 PM ,180.0,No ,No,Online,11-Aug-2023 12:30 PM,Department of Handloom Textile and Sericulture||Directorate of Handloom and Textiles-DHTS,Goalpara,783101.0,2.0,"1,40,00,000",Uttam Kumar Sarkar,"11,036,200",Rejected-AOC,06-Jul-2024,Department of Handloom Textile and Sericulture||Directorate of Handloom and Textiles-DHTS
2023_DHTS_31767_3,TENDER NO DHTCM(C).17/2022/Pt-I/22,Re-construction of (Assam Type) HTC building at Abhayapuri in Bongaigaon Dist for the year 2022-23,Re-construction of (Assam Type) HTC building at Abhayapuri in Bongaigaon Dist for the year 2022-23,Works,Open Tender,Item Rate,Civil Works,No,No,NA ,25-Jul-2023 12:00 PM,28-Jul-2023 12:00 PM ,180.0,No ,No,Online,11-Aug-2023 12:30 PM,Department of Handloom Textile and Sericulture||Directorate of Handloom and Textiles-DHTS,Abhayapuri in Bongaigaon Dist,783384.0,2.0,"51,00,000",Uttam Kumar Sarkar,"4,020,330",Rejected-AOC,06-Jul-2024,Department of Handloom Textile and Sericulture||Directorate of Handloom and Textiles-DHTS
2023_DHTS_31767_4,TENDER NO DHTCM(C).17/2022/Pt-I/22,Re-construction of (Assam Type) HTC building at Rani in Kamrup Dist for the year 2022-23.,Re-construction of (Assam Type) HTC building at Rani in Kamrup Dist for the year 2022-23.,Works,Open Tender,Item Rate,Civil Works,No,No,NA ,25-Jul-2023 12:00 PM,28-Jul-2023 12:00 PM ,180.0,No ,No,Online,11-Aug-2023 12:30 PM,Department of Handloom Textile and Sericulture||Directorate of Handloom and Textiles-DHTS,Rani in Kamrup Dist,781129.0,2.0,"66,50,000",MINTU KUMAR BHUYAN,"5,220,575.79",Rejected-Technical,06-Jul-2024,Department of Handloom Textile and Sericulture||Directorate of Handloom and Textiles-DHTS
2023_DLRAR_31036_1,DLR-11013(21)/35/2022-GB/128,Procurement of High-Resolution Satellite Imagery (HRSI) for Assam under PM Gati Shakti,Procurement of High-Resolution Satellite Imagery (HRSI) for Assam under PM Gati Shakti,Goods,Open Tender,Item Wise,Miscellaneous Goods,No,No,NA ,31-May-2023 02:30 PM,06-Jun-2023 12:30 PM ,180.0,No ,No,Online,22-Jun-2023 02:00 PM,Directorate of Land Records and Survey etc. Assam,Guwahati,781032.0,2.0,,NeoGeoInfo Technologies Private Limited,"242,829,751.5",Rejected-Finance,10-Jul-2023,Directorate of Land Records and Survey etc. Assam
2023_DOT_33940_1,ATDC.2822/2017/8 date 09.11.2023,"Development, Operation and Management Contract for running the Wayside Amenity Centre at Sorbhog","Development, Operation and Management Contract for running the Wayside Amenity Centre at Sorbhog",Services,Open Tender,Item Rate,Hotel/ Catering,No,No,NA ,14-Nov-2023 04:00 PM,16-Nov-2023 12:00 PM ,180.0,No ,No,Online,01-Dec-2023 01:00 PM,Department of Tourism||Assam Tourism Development Corporation Ltd. - DOT||HO-Guwahati-ATDCL - DOT,"Sorbhog, Barpeta, Assam",781317.0,2.0,"20,000",M/s Manalisa Communication,"25,000",Not Admitted-Fee/PreQual/Technical,04-Mar-2024,Department of Tourism||Assam Tourism Development Corporation Ltd. - DOT||HO-Guwahati-ATDCL - DOT
2023_DOT_35010_1,ATDC/CS/649/2023/4036 dt. 14.12.2023,"Design and build basis for Interiors and furnishing works at Handicraft Exhibition Centre under Aranya Tourist Lodge, Kaziranga, Assam under Trunkey basis","Design and build basis for Interiors and furnishing works at Handicraft Exhibition Centre under Aranya Tourist Lodge, Kaziranga, Assam under Trunkey basis",Works,Open Tender,Turn-key,Miscellaneous Works,No,No,NA ,28-Dec-2023 04:00 PM,30-Dec-2023 12:00 PM ,180.0,No ,No,Online,20-Jan-2024 03:00 PM,Department of Tourism||Assam Tourism Development Corporation Ltd. - DOT||HO-Guwahati-ATDCL - DOT,Kaziranga,785609.0,2.0,"75,00,000",4 line architects,"7,480,000",Accepted-AOC,04-Jul-2024,Department of Tourism||Assam Tourism Development Corporation Ltd. - DOT||HO-Guwahati-ATDCL - DOT
2023_DoWR_30238_1,DHUBRI/2022-23/SOPDG-II/V,Pro-siltation measures to protect Padmeralga and its adjoining areas from the erosion of river Brahmaputra.,Pro-siltation measures to protect Padmeralga and its adjoining areas from the erosion of river Brahmaputra.,Works,Open Tender,Works,Civil Works,No,No,NA ,30-Mar-2023 06:30 PM,NA ,180.0,No ,No,Online,19-Apr-2023 03:00 PM,Department of Water Resources||Chief Engineer - DoWR,DHUBRI,783301.0,2.0,"1,97,44,195",AMOS ENTERPRISE,"17,769,776",Accepted-AOC,06-Jul-2024,Department of Water Resources||Chief Engineer - DoWR
2023_DoWR_33038_1,DHEMAJI/2023-24/RIDF/I,Extension of Gainadi L/B Embankment from Somanigaon to Amguri PWD Road (Ph-I) from Ch.6200m to 10410/4210m.,Extension of Gainadi L/B Embankment from Somanigaon to Amguri PWD Road (Ph-I) from Ch.6200m to 10410/4210m.,Works,Open Tender,Works,Civil Works,No,No,NA ,13-Oct-2023 06:30 PM,NA ,180.0,No ,No,Online,06-Nov-2023 03:00 PM,Department of Water Resources||Chief Engineer - DoWR,DHEMAJI,787057.0,2.0,"10,97,02,136",Ashok Kumar Agarwalla,"98,731,923",Accepted-AOC,08-Jul-2024,Department of Water Resources||Chief Engineer - DoWR
2023_DoWR_33104_3,SIVASAGAR/2023-24/RIDF/I,Reconstruction of damaged sluice culvert on Demow bund Left bank from Demow Chariali to Dhai ali at 5th km Kaliapani Budhghat area.,Reconstruction of damaged sluice culvert on Demow bund Left bank from Demow Chariali to Dhai ali at 5th km Kaliapani Budhghat area.,Works,Open Tender,Works,Civil Works,No,No,NA ,23-Feb-2024 09:00 AM,NA ,180.0,No ,No,Online,28-Feb-2024 03:00 PM,Department of Water Resources||Chief Engineer - DoWR,SIVASAGAR,785640.0,2.0,"1,04,63,540",LILAJYOTI PHUKAN,"10,453,373.57",Accepted-AOC,26-Jun-2024,Department of Water Resources||Chief Engineer - DoWR
2023_DoWR_33106_2,SIVASAGAR/2023-24/RIDF/II,Anti-erosion measures to protect Desang bund left Bank from Pathaligarh to Bahgarh at 16th Km near Chiringdubi. RETENDER,Anti-erosion measures to protect Desang bund left Bank from Pathaligarh to Bahgarh at 16th Km near Chiringdubi.,Works,Open Tender,Works,Civil Works,No,No,NA ,27-Jan-2024 06:00 PM,NA ,180.0,No ,No,Online,03-Feb-2024 03:00 PM,Department of Water Resources||Chief Engineer - DoWR,SIVASAGAR,785640.0,2.0,"1,73,19,515",DONY GOHAIN,"15,587,564",Rejected-AOC,03-Jul-2024,Department of Water Resources||Chief Engineer - DoWR
